Term|Code|Preferred|PreferredTerm|Kind
fibromusculaire hyperplasie|M72460||fibromusculaire dysplasie|2
fibromyomateuze hyperplasie|M72460||fibromusculaire dysplasie|2
fibronectine|F12790|V|fibronectine|2
fibronectine nefropathie|D67820|V|fibronectine nefropathie|2
fibroom|M88100|V|fibroom|2
fibro-osseuze pseudotumor|M92630||myositis ossificans|2
fibroplasie|M49000||fibrose|2
fibrosarcomateus dermatofibrosarcoma protuberans|M88323|V|fibrosarcomateus dermatofibrosarcoma protuberans|2
fibrosarcoom|M88103|V|fibrosarcoom|2
fibrosclerosis|M49020||sclerose|2
fibrose|M49000|V|fibrose|2
fibrose door ontsteking|M45000||chronische fibroserende ontsteking|2
fibroserend ontstekingsproces|M45000||chronische fibroserende ontsteking|2
fibroserend proces|M49000||fibrose|2
fibroserende adenose|M74220||scleroserende adenose|2
fibroserende alveolitis|T28010M45000|V|fibroserende alveolitis|6
fibroserende ontsteking|M45000||chronische fibroserende ontsteking|2
fibrosis localis|M49001||focale fibrose|2
fibrothecoom|M86000||thecoom|2
fibrous hamartoma of infancy|M88230||infantiel fibreus hamartoom|2
fibula|T11740|V|fibula|0
filaria|E45050|V|filaria|2
filariasis|D06960|V|filariasis|2
filum terminale|TX7930|V|filum terminale|0
fimbria tubae|T86220||fimbriae tubae|0
fimbriae tubae|T86220|V|fimbriae tubae|0
fimbriae van de tuba|T86220||fimbriae tubae|0
fish|P37911|V|fish|1
fissura|M46120||fissuur|2
fissurale cyste|M26600|V|fissurale cyste|2
fissuur|M46120|V|fissuur|2
fistel|M46310|V|fistel|2
fistelende ontsteking|M46310||fistel|2
fistelgang|M46310||fistel|2
fistelvorming|M46310||fistel|2
fistula|M46310||fistel|2
fixed drug eruption|M48550|V|fixed drug eruption|2
flank|TY1310|V|flank|0
flat epithelial atypia|M74240|V|flat epithelial atypia|2
flebarteriectasie|M76370|V|flebarteriectasie|2
flebitis|T48000M40000|V|flebitis|6
fleboliet|T48000M30000|V|fleboliet|6
flebosclerose|M52500|V|flebosclerose|2
flebotrombose|M35100||thrombus|2
flegmone|M41400||flegmoneuze ontsteking|2
flegmonen|M41400||flegmoneuze ontsteking|2
flegmoneuze ontsteking|M41400|V|flegmoneuze ontsteking|2
flexura hepatica|T67300||flexura hepatica coli|0
flexura hepatica coli|T67300|V|flexura hepatica coli|0
flexura lienalis|T67500|V|flexura lienalis|0
flowcytometrie|P31800|V|flowcytometrie|1
fluor|T8X200M40460|V|fluor|6
fluor vaginalis|T8X200||vaginale afscheiding|0
fluorescentie in situ hybridisatie|P37911||fish|1
fluorescine|E81040|V|fluorescine|2
fluxus|T84000M37000|V|fluxus|6
focale atrofie|M58002||partiele atrofie|2
focale extracapillaire glomerulonefritis|D67401|V|focale extracapillaire glomerulonefritis|2
focale fibrose|M49001|V|focale fibrose|2
focale glomerulonefritis|D67200||locale focale glomerulopathie|2
focale glomerulosclerose|D67901|V|focale glomerulosclerose|2
focale hyperplasie|M72001|V|focale hyperplasie|2
focale infarcering|M54701|V|focale infarcering|2
focale locale glomerulitis|D67200||locale focale glomerulopathie|2
focale mucinose|M50110||mucinose|2
focale necrose|M54001||necrosehaard|2
focale nodulaire hyperplasie|M72031|V|focale nodulaire hyperplasie|2
focale ontsteking|M40001|V|focale ontsteking|2
focale proliferatieve ontsteking|M46701|V|focale proliferatieve ontsteking|2
focale segmentale glomerulonefritis|D67200||locale focale glomerulopathie|2
focale segmentale glomerulosclerose|D67910|V|focale segmentale glomerulosclerose|2
foetaal adenocarcinoom|M83333|V|foetaal adenocarcinoom|2
foetaal rhabdomyoom|M89030|V|foetaal rhabdomyoom|2
foetale delen|T89001M28000|V|foetale delen|2
foetomaternaal transfusie syndroom|D25210|V|foetomaternaal transfusie syndroom|2
foetus|T89000|V|foetus|0
foetus in foetu|T89000M28800|V|foetus in foetu|2
foetus maceratus|T89000M28130|V|foetus maceratus|6
foetus mortuus|T89000FY1807|V|foetus mortuus|6
foetus mortuus maceratus|T89000M28130||foetus maceratus|6
foetus papyraceus|T89000M28110|V|foetus papyraceus|2
foliumzuur deficientie|D18190|V|foliumzuur deficientie|2
folliculair adenocarcinoom|M83303|V|folliculair adenocarcinoom|2
folliculair adenoom|M83300|V|folliculair adenoom|2
folliculair carcinoom|M83303||folliculair adenocarcinoom|2
folliculair dendritisch cel sarcoom|M88093|V|folliculair dendritisch cel sarcoom|2
folliculair lymfoom|M96903|V|folliculair lymfoom|2
folliculair lymfoom graad 1 en 2|M96923|V|folliculair lymfoom graad 1 en 2|2
folliculair lymfoom graad 3|M96973M97183|V|folliculair lymfoom graad 3|2
folliculair ontstekingsproces|M43080||chronische folliculaire ontsteking|2
folliculair struma|T96000M72030||nodulair struma|6
folliculaire cyste|M33500||follikelcyste|2
folliculaire hyperkeratose|M74440||folliculaire keratose|2
folliculaire hyperplasie|M72200||lymfoide hyperplasie|2
folliculaire keratose|M74440|V|folliculaire keratose|2
folliculaire mucinose|M58790||mucinosis follicularis|2
folliculaire neoplasie|M83301||folliculaire tumor met onzeker maligne potentieel|2
folliculaire ontsteking|M72200||lymfoide hyperplasie|2
folliculaire tandcyste|T54990M26560|V|folliculaire tandcyste|2
folliculaire tumor met onzeker maligne potentieel|M83301|V|folliculaire tumor met onzeker maligne potentieel|2
follicular adenocarcinoma trabecular type|M83323|V|follicular adenocarcinoma trabecular type|2
follicular adenoma|M83300||folliculair adenoom|2
folliculitis|M40150|V|folliculitis|2
folliculitis decalvans|M40164|V|folliculitis decalvans|2
folliculitis keloidalis|M46550||acne conglobata|2
folliculitis perforans|M72610|V|folliculitis perforans|2
folliculitis profunda|M40160||diepe folliculitis|2
folliculitis purulenta|M40150||folliculitis|2
follikel van de schildklier|T96030|V|follikel van de schildklier|0
follikelcentrum lymfoom diffuus|M96763|V|follikelcentrum lymfoom diffuus|2
follikelcyste|M33500|V|follikelcyste|2
follow up|Q00130|V|follow up|2
fontanel|T12200|V|fontanel|0
foramen magnum|T10106|V|foramen magnum|0
foramen ovale|T32130|V|foramen ovale|0
fordyce|M26010|V|fordyce|2
fornix anterior vaginae|T81120|V|fornix anterior vaginae|0
fornix hersenen|TX2970|V|fornix hersenen|0
fornix posterior vaginae|T81130|V|fornix posterior vaginae|0
fornix vagina|T81110||vaginatop|0
fornix vaginae|T81110||vaginatop|0
fosfaturische mesenchymale tumor|M89920|V|fosfaturische mesenchymale tumor|2
fosfofructokinase deficientie|F22624|V|fosfofructokinase deficientie|2
fosforylase deficientie|F22804|V|fosforylase deficientie|2
fossa cubiti|TY8310|V|fossa cubiti|0
fossa poplitea|TY9300||knieholte|0
foto|P32380|V|foto|1
fotodermatitis|T01000M11410M40000E93260||lichtdermatose|2
fotodermatose|T01000M11410M40000E93260||lichtdermatose|2
fotodynamische therapie|E93280|V|fotodynamische therapie|2
foutieve registratie|P03990|V|foutieve registratie|1
fox fordyce|M33180|V|fox fordyce|2
fractuur|M12000|V|fractuur|2
fragment analyse|P37020|V|fragment analyse|1
fragmentatie|M14960|V|fragmentatie|2
framboesie|D02000|V|framboesie|2
frenulum labii superioris|T52130|V|frenulum labii superioris|0
frenulum linguae|T53410|V|frenulum linguae|0
frenulum lip|T52020|V|frenulum lip|0
frictie blaar|M10500|V|frictie blaar|2
friedreich's ataxia|D84850||friedreichse ataxie|2
friedreichse ataxie|D84850|V|friedreichse ataxie|2
frontaal|TY0110||voorhoofd|0
frontaalkwab|TX2200|V|frontaalkwab|0
frontaalkwab grote hersenen|TX2200||frontaalkwab|0
fronto-temporale dementie|D85402|V|fronto-temporale dementie|2
fsgs|D67910||focale segmentale glomerulosclerose|2
fuchse dystrofie|TXX220M50000|V|fuchse dystrofie|6
fumaraathydratase deficient niercelcarcinoom|M83253|V|fumaraathydratase deficient niercelcarcinoom|2
fundic gland poliep|T63400M72060||fundusklier poliep|6
fundic gland polyp|T63400M72060||fundusklier poliep|6
fundus blaas|T74100|V|fundus blaas|0
fundus maag|T63400|V|fundus maag|0
fundus uteri|T82200|V|fundus uteri|0
fundusklier poliep|T63400M72060|V|fundusklier poliep|6
fungus|E40000||schimmel|2
fungus infectie|D05500E40000||schimmelinfectie|2
funiculitis umbilicalis|T88800M40000|V|funiculitis umbilicalis|6
funiculus lateralis|TX7490|V|funiculus lateralis|0
funiculus spermaticus|T79300|V|funiculus spermaticus|0
funiculus umbilicalis|T88800||navelstreng|0
furuncel|M41760||furunkel|2
furunculosis|M41760||furunkel|2
furunkel|M41760|V|furunkel|2
fusiform aneurysma|M32550|V|fusiform aneurysma|2
fytobezoar|M30470|V|fytobezoar|2
fytofotodermatitis|T01000M11410M40000E68600|V|fytofotodermatitis|2
g cel maag|T63090||argentaffiene cel maag|0
g.a.|M00100||geen afwijking|2
g.d.|M00010||geen diagnose|2
g.ec|M01010||geen endocervicaal epitheel|2
g.ont|M09380||geen ontsteking|2
gal|T5Y010|V|gal|0
galactokele|M33220T04000|V|galactokele|2
galactorroe|F31923|V|galactorroe|2
galblaas|T57000|V|galblaas|0
galblaashals|T57030|V|galblaashals|0
galea aponeurotica|T18640|V|galea aponeurotica|0
galgangadenoom|M81600|V|galgangadenoom|2
galgangatresie|T58000M20400|V|galgangatresie|6
galgangcarcinoom|M81603||cholangiocarcinoom|2
galganghamartoom|M75650|V|galganghamartoom|2
galganghyperplasie|T56110M76000||galgangproliferatie|6
galgangproliferatie|T56110M76000|V|galgangproliferatie|6
galstase|M33060||cholestase|2
galsteen|T57000M30000||cholelithiasis|6
galstuwing|M33060||cholestase|2
galthrombus|M33040|V|galthrombus|2
galvloeistof|T5Y010||gal|0
galweg extrahepatisch|T58000||extrahepatische galweg|0
galweg intrahepatisch|T56110||intrahepatische galgang|0
gammaglobuline toename|F47513|V|gammaglobuline toename|2
gamna gandy nodule|M57520|V|gamna gandy nodule|2
gang van gartner|T86430||ductus van gartner|0
gang van muller|T89390|V|gang van muller|0
gang van wolff|T89360|V|gang van wolff|0
gangliocytoom|M94920|V|gangliocytoom|2
ganglioglioom|M95051|V|ganglioglioom|2
ganglion|M33600|V|ganglion|2
ganglion cell|TX0210||ganglioncel|0
ganglion cyst|M33600||ganglion|2
ganglion spinale|TX7580|V|ganglion spinale|0
ganglion stellatum|TX9750|V|ganglion stellatum|0
ganglion sympathicum thoracale|TX9770|V|ganglion sympathicum thoracale|0
ganglioncel|TX0210|V|ganglioncel|0
ganglioncyste|M33600||ganglion|2
ganglioneuroblastoom|M94903|V|ganglioneuroblastoom|2
ganglioneuromatose|M94910|V|ganglioneuromatose|2
ganglioneuroom|M94900|V|ganglioneuroom|2
gangliosidose|D14500|V|gangliosidose|2
gangreen|M54600|V|gangreen|2
gangreneuze ontsteking|M40700||necrotiserende ontsteking|2
gardn.v|E18510||gardnerella vaginalis|2
gardner|D54060|V|gardner|2
gardner fibroom|M88440|V|gardner fibroom|2
gardner syndroom|D54060||gardner|2
gardnerella vaginalis|E18510|V|gardnerella vaginalis|2
gartner's duct|T86430||ductus van gartner|0
gartnerse gang cyste|T89360M26500|V|gartnerse gang cyste|6
gasgangreen|D01290|V|gasgangreen|2
gastrale antrale vasculaire ectasie|T63600M32600|V|gastrale antrale vasculaire ectasie|6
gastrine cel|T63090||argentaffiene cel maag|0
gastrinoom|M81533|V|gastrinoom|2
gastrische metaplasie|M73330|V|gastrische metaplasie|2
gastritis|T63000M40000|V|gastritis|6
gastritis atrophicans|T63000M58010||atrofische gastritis|6
gastritis cystica profunda|T63000M43800|V|gastritis cystica profunda|6
gastroblastoom|M89761|V|gastroblastoom|2
gastrointestinale inhoud|T6Y000|V|gastrointestinale inhoud|0
gastrointestinale stroma tumor|M88953||gastrointestinale stromaceltumor|2
gastrointestinale stromaceltumor|M88953|V|gastrointestinale stromaceltumor|2
gastrojejunostomie|T63910M18800|V|gastrojejunostomie|2
gastroschisis|T63000M21600|V|gastroschisis|2
gastrospirillum hominis|E13810||helicobacter heilmannii|2
gastrostomie|T63000M18800|V|gastrostomie|6
gaucher|D14330|V|gaucher|2
gebarsten aneurysma|M32401|V|gebarsten aneurysma|2
gebit|T54010||gebitselement|0
gebitselement|T54010|V|gebitselement|0
geboorte|F31540|V|geboorte|2
geboortegewicht hoog|F33720|V|geboortegewicht hoog|2
geboortegewicht laag|F33710|V|geboortegewicht laag|2
geboortegewicht normaal|F33700|V|geboortegewicht normaal|2
geboortegewicht te hoog|F33720||geboortegewicht hoog|2
geboortegewicht te laag|F33710||geboortegewicht laag|2
gecombineerde naevus|M87820|V|gecombineerde naevus|2
gecombineerde strengziekte|D87610|V|gecombineerde strengziekte|2
gededifferentieerd carcinoom|M80203||ongedifferentieerd carcinoom|2
gededifferentieerd chondrosarcoom|M92323|V|gededifferentieerd chondrosarcoom|2
gededifferentieerd liposarcoom|M88583|V|gededifferentieerd liposarcoom|2
gedegenereerd zwangerschapsprodukt|M28000||zwangerschapsproduct|2
gedifferentieerd teratoom|M90800||benigne teratoom|2
gedifferentieerde dysplasie|M80712|V|gedifferentieerde dysplasie|2
gedifferentieerde exofytische intraepitheliale vulvaire lesie|T80100M80722|V|gedifferentieerde exofytische intraepitheliale vulvaire lesie|2
gedifferentieerde intraepitheliale neoplasie penis|T76000M80712||gedifferentieerde pein|6
gedifferentieerde pein|T76000M80712|V|gedifferentieerde pein|6
gedifferentieerde vin|T80100M80712|V|gedifferentieerde vin|6
gedilateerd|M32100||ectasie|2
gedissemineerde ontsteking|M40200||diffuse ontsteking|2
gedupliceerd rapport|TYY890M00010P49990|V|gedupliceerd rapport|2
geen aanwijzing voor maligniteit|M09450||geen maligniteit|2
geen afwijking|M00100|V|geen afwijking|2
geen classificerende diagnose|M00010||geen diagnose|2
geen conclusie|M00010||geen diagnose|2
geen cylinderepitheel gezien|M01010||geen endocervicaal epitheel|2
geen diagnose|M00010|V|geen diagnose|2
geen diagnose mogelijk|M00010||geen diagnose|2
geen duidelijk weefsel|M09070|V|geen duidelijk weefsel|2
geen duidelijke afwijking|M00100||geen afwijking|2
geen endocervicaal epitheel|M01010|V|geen endocervicaal epitheel|2
geen endocervixepitheel|M01010||geen endocervicaal epitheel|2
geen goed materiaal|M09010|V|geen goed materiaal|2
geen localisatie|T00010||localisatie onbekend|0
geen localisatie opgegeven|T00010||localisatie onbekend|0
geen maligne cellen|M09450||geen maligniteit|2
geen maligniteit|M09450|V|geen maligniteit|2
geen materiaal|M09100|V|geen materiaal|2
geen metastase|M09440|V|geen metastase|2
geen ontsteking|M09380|V|geen ontsteking|2
geen orgaan vermeld|T00010||localisatie onbekend|0
geen pathologie|M00100||geen afwijking|2
geen representatief materiaal|M09020|V|geen representatief materiaal|2
geen resttumor|M09451||geen tumorrest|2
geen topografie|T00010||localisatie onbekend|0
geen tumor|M09450||geen maligniteit|2
geen tumorcellen|M09450||geen maligniteit|2
geen tumorlocalisatie|M09450||geen maligniteit|2
geen tumorrest|M09451|V|geen tumorrest|2
geen verslag|P03019|V|geen verslag|1
geen voor tumor verdachte cellen|M09450||geen maligniteit|2
geen weefsel|M09100||geen materiaal|2
geen zekere diagnose|M09340|V|geen zekere diagnose|2
gegeneraliseerde arteriosclerose|M52000M03030||gegeneraliseerde atherosclerose|2
gegeneraliseerde atherosclerose|M52000M03030|V|gegeneraliseerde atherosclerose|2
gegeneraliseerde mastocytose|M97413||systemische mastocytose|2
gehemelte|T51100|V|gehemelte|0
gehemelteboog|T61150|V|gehemelteboog|0
gehoorbeentje|TXY400|V|gehoorbeentje|0
gehoorgang|TXY200||uitwendige gehoorgang|0
geinverteerd papilloom|M89531||inverted papilloma|2
geinverteerde folliculaire keratose|M72920|V|geinverteerde folliculaire keratose|2
geisoleerde tumorcelmetastase|M80176||submicrometastase|2
gelaat|TY0200|V|gelaat|0
gelatineus beenmerg|T06000M58080|V|gelatineus beenmerg|6
gelatineuze atrofie|M58080|V|gelatineuze atrofie|2
gelatineuze transformatie beenmerg|T06000M58080||gelatineus beenmerg|6
gelei van wharton|T88830|V|gelei van wharton|0
gelocaliseerd maligne mesothelioom|M90503||mesothelioom|2
geluteiniseerde follikelcyste|T87000M33510|V|geluteiniseerde follikelcyste|2
gemacereerd|M28130||maceratie|2
gemelli|F356X0||tweeling|2
gemelli placenta|T88000M29030||tweelingplacenta|2
gemengd epitheliale en stromale tumor van de nier|M89590|V|gemengd epitheliale en stromale tumor van de nier|2
gemengde neurogliale tumor|M95041|V|gemengde neurogliale tumor|2
gemengde sexcordstroma tumor|M85921|V|gemengde sexcordstroma tumor|2
gemengde steen|M30200|V|gemengde steen|2
gemistocytair astrocytoom|M94113|V|gemistocytair astrocytoom|2
gemyeliniseerde zenuwvezel|TX0340|V|gemyeliniseerde zenuwvezel|0
gen array|P37100|V|gen array|1
gen herschikking|P96600|V|gen herschikking|1
geneesmiddel|E70000|V|geneesmiddel|2
geneesmiddeleffect|FY0200E70000|V|geneesmiddeleffect|2
geneesmiddelen|E70000||geneesmiddel|2
geneesmiddeleneffect|FY0200E70000||geneesmiddeleffect|2
geneesmiddelintoxicatie|E70000F01220|V|geneesmiddelintoxicatie|6
genetisch onderzoek|P30770|V|genetisch onderzoek|1
genezen fractuur|M12500||oude fractuur|2
genezen glomerulonefritis|D67901||focale glomerulosclerose|2
genezen ulcus|M38008F01100||ulcusrest|2
genezend ulcus|M38008F01100||ulcusrest|2
genitaal rhabdomyoom|M89050|V|genitaal rhabdomyoom|2
genitaalapparaat|T70200||tractus genitalis|0
genodermatose|D35050|V|genodermatose|2
georganiseerd hematoom|M37103|V|georganiseerd hematoom|2
georganiseerde thrombus|M35102|V|georganiseerde thrombus|2
georganiseerde trombose|M35102||georganiseerde thrombus|2
geperforeerde diverticulitis|M46440||diverticulitis met perforatie|2
gepigmenteerd epithelioid melanocytoom|M87801|V|gepigmenteerd epithelioid melanocytoom|2
gepigmenteerde dermale naevus|M87500||dermale naevus|2
gepigmenteerde spoelcelnaevus|M87720|V|gepigmenteerde spoelcelnaevus|2
geprikkeld beeld|M40000||ontsteking|2
gereduceerde spermatogenese|T78220M75200||hypospermatogenese|6
gerekanaliseerde thrombus|M35140||thrombus met rekanalisatie|2
geringe atypie|M69710|V|geringe atypie|2
geringe dysplasie|M74006||laaggradige dysplasie|2
germinoom|M90643||kiemcel tumor|2
gerstmann straussler scheinker|D04845|V|gerstmann straussler scheinker|2
geruptureerd|M14430||ruptuur|2
geruptureerd aneurysma|M32401||gebarsten aneurysma|2
